"Word","SUBTLEX.FREQ","BNC.FREQ","Celex.FREQ"
"batch",208,806,71
"batches",12,195,20
"bate",2,54,4
"bated",4,25,4
"bates",0,472,37
"bath",1512,3918,949
"bathe",114,150,57
"bathed",69,307,105
"bather",3,21,5
"bathers",2,54,12
"bathes",12,15,3
"bathing",362,497,180
"bathos",0,23,2
"bathrobe",79,41,40
"bathrobes",18,9,3
"bathroom",3039,2498,620
"bathrooms",135,340,51
"baths",153,706,131
"bathtub",307,27,31
"bathtubs",15,6,3
"batik",2,24,14
"batiks",0,3,3
"bating",0,3,1
"batiste",0,12,0
"batman",7,141,7
"batmen",0,2,1
"baton",56,212,72
"batons",16,64,19
"bats",260,486,105
"batsman",2,429,63
"batsmen",1,261,77
"batted",19,120,25
"batten",10,141,17
"battens",0,120,4
"batter",164,156,60
"battered",49,956,230
"batters",8,15,14
"battier",0,2,0
"batting",156,420,89
"battle",1856,6632,1311
"battled",24,276,30
"battles",254,886,223
"batty",14,460,13
"bauble",21,20,3
"baubles",8,39,10
"bauxite",3,55,20
"bawd",8,8,0
"bawds",2,4,0
"bawdy",9,76,13
"bawl",28,24,16
"bawled",12,110,20
"bawling",39,55,38
"bawls",2,4,1
"bay",448,3452,576
"bayed",0,10,5
"baying",13,47,24
"bayou",39,9,4
"bays",10,318,38
"bazaar",42,237,83
"bazaars",4,55,40
"be",285000,664780,111471
"beach",2180,3849,1060
"beached",21,97,10
"beaches",197,973,389
"beachhead",27,5,1
"beachheads",5,2,0
"beaching",4,11,6
"beachwear",2,8,1
"beacon",150,320,46
"beacons",12,134,4
"bead",54,175,33
"beaded",11,105,25
"beading",3,59,6
"beadle",0,105,4
"beadles",0,13,1
"beads",167,606,164
"beady",29,56,20
"beagle",24,78,19
"beagles",7,23,7
"beagling",0,2,3
"beak",100,292,87
"beaker",12,133,21
"beakers",8,50,12
"beaks",12,103,33
"beam",398,1168,176
"beamed",46,409,70
"beaming",37,235,77
"beams",127,650,83
"bean",242,534,68
"beano",2,44,2
"beanos",0,4,3
"beanpole",9,17,2
"beans",634,1323,320
"beanstalk",14,14,6
"bear",2386,5799,1112
"beard",625,937,397
"bearded",55,347,123
"bearding",1,5,0
"beardless",7,12,8
"beards",33,129,60
"bearer",88,253,68
"bearers",11,159,24
"bearing",364,2869,466
"bearings",83,382,46
"bearish",2,24,4
"bears",440,1359,238
"bearskin",19,16,4
"beast",899,911,298
"beastly",29,128,85
"beasts",178,445,194
"beat",6006,5675,958
"beaten",590,2310,396
"beater",34,55,5
"beaters",9,52,14
"beating",1111,1875,426
"beatings",65,101,25
"beatnik",29,19,11
"beatniks",6,8,13
"beats",540,581,138
"beau",70,129,37
"beaus",11,3,0
"beaut",64,15,3
"beauteous",11,24,3
"beauties",123,212,63
"beauts",8,3,1
"beauty",2100,4238,980
"beaver",112,167,37
"beavers",28,53,14
"bebop",17,17,3
"becalmed",3,36,11
"became",2408,22311,4792
"because",35833,85185,23626
"beck",21,608,12
"beckon",10,42,32
"beckoned",10,263,70
"beckons",17,60,9
"becks",0,24,2
"become",5798,30364,6925
"becomes",1211,7718,1865
"bed",9407,15896,4376
"bedbug",11,3,1
"bedbugs",42,11,4
"bedclothes",9,165,60
"bedded",18,162,50
"bedding",34,428,58
"bedecked",1,38,7
"bedlam",16,69,24
"bedpan",44,14,5
"bedpans",19,13,2
"bedpost",16,15,0
"bedposts",3,3,0
"bedrock",15,165,23
"bedroom",1837,4352,1000
"bedrooms",150,1615,154
"beds",432,2221,455
"bedside",90,630,155
"bedsides",0,6,2
"bedsit",1,85,5
"bedsits",0,40,0
"bedspread",22,66,28
"bedspreads",6,16,9
"bedstead",4,50,19
"bedsteads",1,30,7
"bedtime",271,276,95
"bedtimes",7,13,2
"bee",407,523,118
"beech",3,430,185
"beeches",0,91,18
"beef",895,1524,296
"beefcake",8,14,1
"beefed",16,20,0
"beefier",0,4,1
"beefing",24,10,3
"beefs",26,4,0
"beefsteak",18,13,5
"beefy",13,91,57
"beehive",32,78,27
"beehives",3,14,9
"beeline",8,21,2
"been",87482,268723,48589
"beep",252,131,14
"beeps",103,18,1
"beer",3533,3316,832
"beers",475,464,40
"beery",0,25,8
"bees",228,761,180
"beeswax",22,62,8
"beet",13,128,40
"beetle",75,271,84
"beetled",0,4,0
"beetles",57,285,66
"beetroot",4,66,30
"beets",44,5,18
"beeves",11,1,0
"befall",30,76,20
"befalls",11,7,8
"befell",4,64,20
"befits",5,82,9
"befogged",0,5,3
"before",37297,88275,17510
"befriend",22,42,16
"befriends",5,13,1
"beg",2388,884,208
"began",1645,23749,6392
"begat",16,23,4
"beget",16,23,12
"begets",20,21,6
"beggar",114,242,29
"beggared",1,12,0
"beggars",74,245,42
"begged",365,543,185
"begging",688,519,126
"begin",2743,7497,2132
"begins",830,3262,925
"begone",9,17,2
"begot",7,11,8
"begrimed",1,6,3
"begrudge",24,51,12
"begrudged",2,13,5
"begs",70,179,27
"beguile",9,18,4
"beguiled",5,39,5
"begum",0,68,1
"begun",533,4242,1114
"behalf",619,1331,366
"behave",721,1749,404
"behaved",150,769,205
"behaves",40,237,53
"behead",8,10,0
"beheld",24,45,10
"behest",19,111,12
"behind",9093,23698,5741
"behinds",19,14,5
"behold",126,204,76
"beholds",3,4,1
"behoved",1,8,5
"behoves",2,33,8
"beige",64,237,51
"being",23724,89068,15543
"beings",573,1774,718
"belay",12,80,11
"belayed",0,7,10
"belays",0,26,7
"belch",34,51,18
"belched",2,73,25
"belches",15,13,10
"belching",14,69,20
"belfries",2,11,2
"belfry",12,115,13
"belgian",1,794,191
"belgians",0,100,38
"belgium",0,1369,180
"belie",1,35,12
"belied",5,120,15
"belief",375,5127,1207
"beliefs",199,2409,431
"belies",2,73,7
"believe",30102,21186,5156
"believed",1774,8208,1685
"believes",876,3952,527
"bell",1387,3398,507
"bellboy",46,8,11
"belle",46,396,43
"belles",4,19,4
"bellhop",30,4,5
"bellies",82,111,60
"bellow",17,141,18
"bellowed",4,219,50
"bellows",11,137,33
"bells",550,1012,252
"belly",728,857,305
"belong",2244,2102,532
"belonged",496,1637,420
"belongs",1399,1217,330
"beloved",609,802,211
"below",1379,14335,2274
"belt",1180,2148,380
"belted",25,146,16
"belting",5,64,12
"belts",247,547,117
"beltway",0,7,1
"bemoan",1,26,4
"bemoaned",0,29,5
"bemoans",0,17,1
"bemuse",0,3,0
"bemused",2,305,45
"ben",35,3175,698
"bench",474,2002,345
"bencher",0,24,2
"benchers",0,70,4
"benches",30,603,128
"bend",575,1348,381
"bended",12,16,9
"bending",118,706,253
"bends",77,338,75
"beneath",518,5186,940
"bengal",0,146,36
"benign",57,488,98
"bens",0,3,1
"bent",317,2393,723
"bents",0,2,0
"benumbed",0,9,3
"benzene",15,121,2
"benzine",0,7,5
"benzol",0,3,0
"bequeath",43,47,4
"bequeathed",9,180,25
"bequeaths",1,4,0
"bequest",9,180,18
"bequests",1,122,18
"berate",11,18,4
"berates",0,8,0
"bereaved",23,276,31
"bereft",14,190,32
"beret",27,124,32
"berets",7,86,11
"berg",5,196,23
"bergs",1,5,0
"berk",7,33,1
"berks",0,128,5
"berries",148,333,142
"berry",53,471,44
"berserk",68,125,30
"berth",38,225,68
"berthed",2,48,5
"berthing",3,15,0
"berths",7,82,13
"beryl",0,332,8
"beseech",77,23,12
"beseeched",0,18,0
"beseeching",2,37,16
"beset",14,268,54
"besets",0,13,3
"beside",718,5793,1610
"besides",1162,2613,887
"besiege",14,24,4
"besieged",12,271,45
"besmirch",15,5,0
"besmirched",2,9,0
"besom",0,10,2
"besoms",0,3,2
"besought",0,9,10
"bespeak",6,9,4
"bespeaks",2,7,4
"bespoke",2,77,3
"best",19659,34905,6187
"bested",24,17,0
"bestial",7,50,17
"bestir",0,8,4
"bestirred",0,6,0
"bestow",54,110,24
"bestowed",46,246,50
"bestows",4,32,0
"bestrides",2,3,1
"bestrode",0,13,4
"bests",5,17,3
"bet",8127,2822,458
"beta",53,658,17
"betake",1,6,4
"betas",0,30,1
"betel",1,25,3
"bethel",0,36,15
"bethought",0,8,5
"betide",9,59,9
"betimes",1,6,6
"betook",0,4,4
"betray",458,347,112
"betrayed",562,747,180
"betrays",38,102,23
"betrothed",51,84,10
"bets",521,276,41
"better",37426,35972,8101
"bettered",3,61,10
"betters",20,57,30
"betting",409,491,74
"between",8431,90664,13275
"betwixt",12,31,7
"bevel",0,34,3
"bevelled",0,33,0
"bevels",0,11,0
"bevy",10,38,39
"bewail",0,10,8
"beware",104,564,92
"bewitch",6,10,4
"bewitched",36,88,65
"bey",0,101,4
"beyond",1982,11830,2757
"beys",0,1,0
"bhutan",0,55,2
"bias",81,1422,176
"biassed",0,7,80
"bib",24,93,32
"bibbed",0,1,0
"bible",104,1976,350
"bibles",13,110,20
"bibs",13,15,7
"bicarb",22,5,0
"biceps",46,69,28
"bicker",20,186,4
"bickered",1,6,0
"bickers",0,13,1
"bid",619,3906,257
"bidden",4,40,15
"bidder",88,411,25
"bidders",6,200,4
"bidding",224,649,65
"bide",17,59,13
"bidet",15,39,18
"bidets",2,12,2
"bids",78,710,45
"bier",1,29,12
"biers",0,0,0
"biff",8,192,0
"biffed",0,1,0
"biffs",0,2,1
"big",29451,25582,5677
"bigger",2618,3578,831
"biggest",2002,4650,693
"bighead",0,7,0
"bight",3,22,3
"bights",0,5,1
"bigness",6,9,19
"bigot",30,20,8
"bigots",10,33,6
"bigwig",10,217,4
"bigwigs",9,29,4
"bijou",1,28,19
"bike",1298,1806,153
"biked",3,6,0
"bikes",140,461,39
"biking",28,82,4
"bile",33,1183,33
"bilge",43,23,31
"bilious",14,44,14
"bilk",5,9,0
"bilked",7,1,0
"bill",1784,13743,970
"billboard",61,57,8
"billboards",38,46,16
"billed",35,202,25
"billet",17,75,14
"billets",2,41,8
"billfold",12,10,15
"billhook",0,6,2
"billiard",41,96,46
"billiards",20,88,47
"billies",1,4,5
"billing",97,252,22
"billion",562,4753,750
"billions",177,324,134
"billionth",4,6,6
"billionths",0,4,1
"billow",5,19,6
"billowed",1,59,20
"billows",5,24,5
"bills",1055,3054,383
"billy",35,2214,594
"biltong",0,3,14
"bin",208,1008,91
"bind",149,741,86
"binder",26,208,16
"binders",9,63,4
"binding",108,2567,125
"bindings",10,119,19
"binds",36,284,30
"bindweed",0,25,7
"bine",0,2,1
"bines",0,3,1
"binge",44,144,15
"binges",4,37,4
"bingo",187,350,113
"bins",38,283,25
"biped",9,9,1
"bipeds",4,7,1
"biplane",2,64,1
"biplanes",2,25,1
"birch",20,412,44
"birched",0,5,0
"birches",1,57,19
"birching",0,13,1
"bird",2007,3955,752
"birdie",103,185,21
"birdies",24,176,13
"birds",1176,5937,1089
"birdseed",16,5,0
"birth",1344,5204,1052
"birthday",4766,3247,352
"birthdays",132,196,31
"birthmark",81,21,20
"birthmarks",6,17,2
"birthplace",39,276,37
"birthrate",1,34,7
"birthrates",0,7,1
"birthright",35,105,19
"births",29,736,76
"biscuit",86,579,88
"biscuits",150,1044,189
"bisect",2,9,0
"bisects",2,14,5
"bishop",199,4633,472
"bishops",26,1401,103
"bismuth",0,99,3
"bison",14,50,52
"bisque",20,13,1
"bistro",29,98,11
"bistros",1,16,7
"bit",11793,12985,4307
"bitch",7973,937,272
"bitched",12,6,0
"bitches",613,129,30
"bitching",84,31,8
"bitchy",56,61,21
"bite",1829,1301,303
"bites",274,346,99
"biting",242,616,122
"bits",504,3375,607
"bitten",183,396,97
"bitter",533,2507,642
"bittern",2,31,4
"bitterns",0,12,4
"bitters",10,32,8
"bitty",75,26,8
"bivalve",0,22,2
"bivalves",1,55,6
"biz",86,45,9
"bizarre",355,1054,182
"blab",28,10,4
"blabbed",12,5,0
"blabbing",38,5,4
"blabs",3,0,0
"black",6530,24901,6011
"blackball",6,6,0
"blackballed",16,11,5
"blackbird",11,206,27
"blackbirds",9,94,22
"blackboard",57,252,96
"blackboards",5,23,7
"blacked",108,106,10
"blacken",19,39,8
"blackened",14,278,75
"blackens",2,4,3
"blacker",28,91,19
"blackest",15,56,24
"blackguard",15,14,6
"blackguards",1,5,1
"blackhead",3,5,1
"blackheads",4,17,9
"blacking",25,46,10
"blackjack",148,29,8
"blackjacks",5,3,0
"blackleg",0,13,0
"blacklegs",0,21,8
"blacklist",24,44,3
"blacklists",0,5,0
"blackly",3,21,12
"blackmail",343,434,204
"blackmailed",97,51,20
"blackness",43,398,94
"blackout",204,180,32
"blackouts",75,31,9
"blacks",141,1416,475
"blackshirt",0,21,7
"blackshirts",0,38,16
"blacksmith",104,277,30
"blacksmiths",6,89,18
"blackthorn",0,68,11
"bladder",192,1005,102
"bladders",7,57,12
"blade",469,1108,205
"blades",150,589,188
"blae",0,0,0
"blah",576,439,24
"blame",2883,3154,650
"blamed",279,1403,205
"blameless",21,84,27
"blames",102,233,27
"blaming",345,417,82
"blanch",6,37,8
"blanched",5,70,35
"blanches",0,6,1
"blanching",2,19,2
"blancmange",1,43,6
"bland",34,622,99
"blander",2,12,2
"blandly",1,104,43
"blandness",5,38,8
"blank",465,1833,307
"blanker",0,3,3
"blanket",644,1138,308
"blankets",244,570,228
"blankly",4,252,47
"blankness",1,45,15
"blanks",134,132,11
"blare",20,24,8
"blared",1,42,15
"blares",52,4,2
"blaring",77,73,22
"blarney",10,26,1
"blasé",7,0,0
"blaspheme",13,12,8
"blasphemed",4,8,0
"blasphemes",3,3,0
"blast",661,1170,199
"blasted",198,512,64
"blasting",95,187,44
"blasts",46,177,45
"blatant",56,345,76
"blather",14,9,1
"blaze",88,745,94
"blazed",17,241,55
"blazer",48,178,67
"blazers",18,43,24
"blazes",75,59,14
"blazing",86,632,157
"blazon",1,14,1
"blazoned",1,19,5
"blazons",0,6,0
"bleach",110,269,32
"bleached",43,201,55
"bleachers",58,12,9
"bleaches",2,26,7
"bleaching",22,97,9
"bleak",54,877,186
"bleaker",1,22,7
"bleakest",1,17,3
"bleakly",0,121,22
"bleary",2,51,16
"bleat",5,35,13
"bleated",0,26,5
"bleating",7,57,26
"bleats",4,9,0
"bled",189,150,70
"bleed",493,217,64
"bleeder",57,18,1
"bleeders",6,11,2
"bleeding",1461,1311,288
"bleeds",75,61,10
"bleep",129,67,2
"bleeped",7,11,0
"bleeping",13,18,1
"bleeps",32,35,1
"blemish",30,67,30
"blemished",1,14,5
"blench",0,7,4
"blenched",1,10,5
"blenching",0,4,0
"blend",210,887,120
"blended",34,289,50
"blender",82,71,22
"blenders",5,20,2
"blending",23,242,26
"blends",11,186,13
"bless",1207,575,188
"blessed",471,874,273
"blesses",18,18,15
"blessing",480,883,200
"blessings",184,199,62
"blether",0,3,2
"blew",1550,1332,384
"blight",28,148,63
"blighted",6,148,25
"blighter",17,32,4
"blighters",14,18,7
"blighting",1,15,3
"blights",3,12,3
"blimey",5,212,7
"blimp",44,17,0
"blimpish",0,9,1
"blimps",9,6,2
"blind",2174,3135,645
"blinded",172,303,55
"blinder",5,44,0
"blindfold",84,92,14
"blindfolds",14,7,2
"blinding",68,242,86
"blindly",55,306,76
"blindness",63,298,79
"blinds",104,322,67
"blink",229,234,70
"blinked",60,597,100
"blinkered",0,83,15
"blinkers",12,46,12
"blinking",107,314,92
"blinks",28,25,10
"blip",41,81,18
"blips",5,25,8
"bliss",121,390,146
"blissful",27,116,23
"blister",39,78,25
"blistered",12,80,20
"blisters",67,134,51
"blithe",9,40,12
"blithely",13,121,19
"blitz",50,290,65
"blitzed",9,49,25
"blitzes",2,5,0
"blizzard",96,130,44
"blizzards",8,30,4
"bloat",13,6,4
"bloated",84,169,47
"bloaters",0,6,3
"bloating",11,42,2
"bloats",4,0,1
"blob",44,192,30
"blobs",15,123,22
"bloc",9,506,112
"block",1808,4389,680
"blockade",77,387,56
"blockades",3,29,1
"blockage",34,138,8
"blocked",337,1438,185
"blockhead",37,5,1
"blockheads",5,6,3
"blockhouse",10,6,7
"blocking",283,748,84
"blocks",755,2237,452
"blocs",2,136,21
"bloke",227,1311,115
"blokes",70,324,39
"blond",493,466,231
"blonde",620,1074,191
"blonder",2,11,2
"blondes",70,68,20
"blonds",30,2,1
"blood",8698,10170,2536
"bloodbath",55,45,6
"blooded",23,47,15
"bloodhound",37,27,13
"bloodhounds",33,10,5
"bloodier",3,7,2
"blooding",1,7,3
"bloodless",3,98,25
"bloodlust",5,16,5
"bloods",27,33,2
"bloodshed",98,158,51
"bloodshot",25,69,33
"bloodstain",11,13,3
"bloodstained",16,110,20
"bloodstains",40,46,22
"bloodstock",0,45,1
"bloodstream",88,176,29
"bloodstreams",0,5,1
"bloody",1577,7232,1157
"bloom",187,564,102
"bloomed",10,61,15
"bloomer",15,21,17
"bloomers",23,38,10
"blooming",75,341,22
"blooms",31,325,33
"blossom",107,367,64
"blossomed",18,136,25
"blossoms",61,133,73
"blot",45,307,43
"blotch",10,17,2
"blotches",9,62,28
"blotchy",7,53,11
"blots",8,78,8
"blotted",13,128,35
"blotter",24,55,20
"blotters",2,9,1
"blotting",12,189,32
"blotto",9,8,0
"blouse",254,528,156
"blouses",17,116,43
"blow",4475,3289,722
"blowback",11,4,0
"blower",15,71,17
"blowers",9,37,5
"blowflies",2,5,2
"blowfly",1,4,1
"blowgun",3,3,0
"blowhole",3,9,1
"blowing",862,1042,313
"blowlamp",0,19,3
"blowlamps",0,4,0
"blown",785,1266,327
"blowout",68,2,5
"blowpipe",4,21,2
"blowpipes",0,10,0
"blows",728,680,242
"blowtorch",39,19,1
"blowzy",1,5,9
"blubber",41,43,9
"blubbered",2,5,0
"bludgeon",11,28,7
"bludgeoned",23,49,10
"blue",3736,10476,2304
"bluebeard",1,40,3
"bluebell",1,69,8
"bluebells",6,71,5
"bluebird",26,58,6
"bluebirds",18,16,2
"bluecoat",0,25,7
"bluecoats",3,3,27
"blued",0,4,5
"bluefish",7,1,8
"bluejay",0,3,0
"blueness",5,44,10
"blueprint",60,322,53
"blueprints",129,100,28
"bluer",18,18,9
"blues",431,1245,77
"bluest",0,12,3
"bluff",257,327,108
"bluffed",26,16,5
"bluffer",4,7,2
"bluffers",2,4,0
"bluffing",250,53,17
"bluffs",18,24,25
"bluish",5,56,27
"blunder",40,208,38
"blundered",6,89,30
"blunders",13,96,16
"blunt",203,598,112
"blunted",6,77,25
"blunter",0,20,4
"bluntest",0,3,0
"blunting",0,10,3
"bluntly",24,319,65
"bluntness",10,40,13
"blunts",17,11,2
"blur",101,340,84
"blurb",13,58,7
"blurbs",4,8,1
"blurred",30,532,140
"blurring",7,159,37
"blurs",2,38,12
"blurted",12,188,0
"blush",127,311,65
"blushed",7,333,105
"blushes",13,59,12
"blushing",101,200,55
"bluster",10,45,13
"blustered",1,34,5
"blusters",1,3,0
"bo",32,219,26
"boa",50,55,84
"boar",93,392,36
"board",2920,13828,1561
"boarded",105,327,100
"boarder",27,27,5
"boarders",19,104,17
"boarding",531,612,183
"boardroom",38,245,41
"boardrooms",0,40,8
"boards",210,2830,325
"boardwalk",71,39,3
"boardwalks",1,6,0
"boars",10,69,8
"boas",2,33,5
"boast",53,460,91
"boasted",13,324,65
"boaster",2,3,3
"boastful",11,51,11
"boasting",32,179,48
"boasts",16,444,30
"boat",4750,5405,1000
"boated",0,6,0
"boater",1,36,4
"boaters",3,24,3
"boathouse",35,100,3
"boating",43,146,23
"boatman",14,86,14
"boatmen",3,90,5
"boats",544,1986,368
"boatswain",9,11,8
"bob",86,4519,728
"bobbed",6,155,55
"bobbies",4,61,5
"bobbin",6,57,4
"bobbing",30,214,75
"bobbins",3,33,4
"bobby",26,1093,157
"bobcat",10,4,0
"bobs",4,93,13
"bobsled",48,3,1
"bobsleigh",12,11,2
"bobtail",5,9,3
"boche",6,15,5
"boches",0,3,1
"bocks",1,0,0
"bod",31,47,6
"bode",22,64,8
"boded",0,25,10
"bodes",10,37,5
"bodice",11,154,30
"bodies",1644,6963,1277
"bodkin",3,24,4
"bods",6,23,2
"body",9740,25526,5243
"boffin",0,46,4
"boffins",0,61,3
"bog",30,358,100
"bogey",47,129,28
"bogeyed",0,9,0
"bogeys",25,33,14
"boggle",7,30,4
"boggled",2,7,5
"boggles",10,23,4
"boggling",1,15,3
"boggy",5,71,6
"bogs",6,172,35
"bogus",131,333,52
"boh",21,0,1
"boil",271,799,348
"boiled",149,702,280
"boiler",135,693,67
"boilers",15,203,25
"boiling",202,907,325
"boils",86,164,39
"bold",351,1299,203
"bolder",26,150,40
"boldest",6,31,9
"boldface",2,6,0
"boldly",31,370,78
"boldness",10,102,31
"bole",0,22,9
"boles",0,11,7
"boll",4,26,14
"bollard",0,37,6
"bollards",0,65,5
"bollocks",93,298,4
"bolshy",0,8,2
"bolster",15,273,35
"bolstered",2,90,15
"bolsters",2,35,3
"bolt",263,758,167
"bolted",96,354,65
"bolthole",0,8,4
"bolting",7,121,19
"bolts",106,565,68
"bomb",2561,3034,536
"bombard",11,48,8
"bombards",2,14,3
"bombast",1,29,3
"bombed",194,347,65
"bomber",180,613,50
"bombers",139,496,59
"bombing",365,1072,124
"bombs",655,1227,237
"bombshell",38,108,10
"bombshells",1,7,1
"bonbons",28,8,3
"bond",565,2902,295
"bondage",74,156,46
"bonded",70,243,39
"bonding",152,314,27
"bonds",300,1959,205
"bone",1221,2432,478
"boned",39,64,14
"boneless",13,49,6
"bonemeal",0,17,2
"bones",1135,2266,765
"bongo",19,58,8
"bongos",14,10,2
"boning",35,13,3
"bonkers",31,49,6
"bonnet",75,413,76
"bonnets",7,60,14
"bonny",64,144,11
"bonsai",37,53,2
"bonus",445,1395,161
"bony",52,321,145
"boo",162,239,15
"boob",136,16,3
"boobed",1,8,0
"boobies",58,9,2
"boobs",346,65,15
"booby",100,45,28
"boodle",15,9,0
"booed",18,90,10
"boogie",185,161,1
"boogies",4,2,0
"boohoo",0,8,2
"booing",43,29,6
"book",8226,24824,4932
"bookcase",46,157,59
"bookclub",0,3,0
"booked",508,1281,170
"bookends",10,7,1
"bookie",124,63,6
"bookies",43,147,9
"booking",104,1217,140
"bookings",19,579,30
"bookish",9,49,27
"booklet",28,1001,105
"booklets",17,235,25
"bookmark",20,46,5
"bookmarks",10,19,0
"bookplate",0,10,0
"bookplates",0,10,0
"books",3280,13156,2948
"bookshelf",17,80,0
"bookshelves",16,94,0
"bookshop",39,492,71
"bookshops",1,293,33
"bookstall",0,32,3
"bookstalls",0,14,7
"bookwork",1,16,2
"bookworm",35,13,1
"bookworms",5,16,2
"boom",609,1616,262
"boomed",1,197,80
"booming",48,335,102
"booms",10,106,19
"boon",49,295,715
"boons",0,4,1
"boor",3,12,6
"boorish",16,38,5
"boors",5,4,5
"boos",8,52,7
"boost",207,2061,132
"boosted",31,446,40
"booster",95,131,14
"boosters",28,28,5
"boosting",17,205,25
"boosts",11,97,5
"boot",484,1692,159
"booted",40,129,19
"bootees",4,14,4
"booth",567,611,154
"booths",55,129,44
"booting",7,17,2
"bootlace",1,11,4
"bootleg",33,41,4
"bootlegged",8,5,0
"bootlegs",5,8,0
"boots",905,3039,543
"bootstraps",7,14,4
"booty",253,133,18
"booze",515,308,62
"boozed",1,7,0
"boozer",18,30,2
"boozers",5,14,2
"boozing",16,43,14
"boozy",8,45,10
"bop",64,84,5
"bopped",5,10,5
"bopper",1,11,0
"boppers",11,5,0
"bopping",12,12,7
"bops",2,5,0
"borage",0,19,4
"borax",4,13,21
"bordeaux",2,302,42
"border",842,4015,632
"bordered",4,234,45
"borders",124,1479,167
"bore",388,1535,484
"bored",990,1567,445
"boredom",96,587,259
"borehole",3,111,6
"boreholes",1,123,7
"borer",2,4,1
"bores",39,86,39
"boric",1,5,4
"boring",1277,1722,404
"born",4014,8447,1634
"borne",51,1144,202
"boron",2,23,10
"borough",39,1915,96
"boroughs",14,488,46
"borrow",1445,1451,260
"borrowed",490,1178,230
"borrows",24,98,15
"borsch",2,0,7
"borscht",30,8,4
"borstal",0,67,16
"borstals",0,11,2
"borzoi",0,6,0
"bosh",4,13,5
"bosks",0,0,0
"bosky",0,8,3
"bosom",154,270,123
"bosoms",31,44,18
"boss",5071,3285,413
"bossed",6,23,15
"bosses",213,845,90
"bossing",36,17,9
"bossy",75,117,34
"boston",0,819,455
"botch",16,24,12
"botched",56,58,15
"botching",1,9,1
"both",13225,68806,10930
"bother",3399,2428,582
"bothered",523,1573,355
"bothers",372,122,36
"bottle",2510,4171,1479
"bottled",116,282,60
"bottles",668,1831,600
"bottom",2329,7549,1467
"bottoms",99,324,57
"boudoir",41,63,16
"boudoirs",3,4,2
"bouffant",2,25,11
"bough",8,114,21
"boughs",18,89,36
"bought",4270,9074,1580
"bouillon",7,14,6
"bouillons",0,2,0
"boulder",46,217,95
"boulders",18,319,94
"bounce",442,506,95
"bounced",142,552,115
"bouncer",71,126,10
"bouncers",19,67,7
"bounces",40,92,25
"bouncier",2,4,1
"bouncing",196,437,97
"bouncy",59,108,15
"bound",891,5001,1000
"bounded",9,358,70
"bounden",2,12,0
"bounder",7,15,4
"bounders",1,7,1
"bounding",10,132,33
